pS_I,pR_S,I_frac
0.2,0.45,0.0
0.2,0.5,0.0
0.2,0.55,0.0
0.2,0.6000000000000001,0.0
0.2,0.65,0.0
0.2,0.7000000000000001,0.0
0.2,0.75,0.0
0.2,0.8,0.0
0.2,0.8500000000000001,0.0
0.2,0.9,0.0
0.2,0.9500000000000001,0.0
0.2,1.0,0.0
0.25,0.0,0.0
0.25,0.05,0.0
0.25,0.1,0.0
0.25,0.15000000000000002,0.0
0.25,0.2,0.0
0.25,0.25,0.0
0.25,0.30000000000000004,0.0
0.25,0.35000000000000003,0.0
0.25,0.4,1.52e-05
0.25,0.45,0.0
0.25,0.5,0.0001856
0.25,0.55,5.16e-05
0.25,0.6000000000000001,0.0
0.25,0.65,0.0
0.25,0.7000000000000001,0.0007164
0.25,0.75,0.00014199999999999998
0.25,0.8,0.0003504
0.25,0.8500000000000001,0.0028187999999999998
0.25,0.9,0.0007144
0.25,0.9500000000000001,0.0002328
0.25,1.0,0.0014996
0.30000000000000004,0.0,0.0
0.30000000000000004,0.05,0.0
0.30000000000000004,0.1,0.0
0.30000000000000004,0.15000000000000002,0.0
0.30000000000000004,0.2,0.0
0.30000000000000004,0.25,0.0
0.30000000000000004,0.30000000000000004,0.0002952
0.30000000000000004,0.35000000000000003,0.0006336
0.30000000000000004,0.4,0.0048376
0.30000000000000004,0.45,0.0036923999999999998
0.30000000000000004,0.5,0.0128052
0.30000000000000004,0.55,0.0218572
0.30000000000000004,0.6000000000000001,0.0477008
0.30000000000000004,0.65,0.044106400000000004
0.30000000000000004,0.7000000000000001,0.084966
0.30000000000000004,0.75,0.10128440000000001
0.30000000000000004,0.8,0.1054084
0.30000000000000004,0.8500000000000001,0.1147252
0.30000000000000004,0.9,0.129848
0.30000000000000004,0.9500000000000001,0.12356320000000001
0.30000000000000004,1.0,0.12984079999999998
0.35000000000000003,0.0,0.0
0.35000000000000003,0.05,0.0
0.35000000000000003,0.1,0.0
0.35000000000000003,0.15000000000000002,0.0
0.35000000000000003,0.2,0.0023012
0.35000000000000003,0.25,0.0199612
0.35000000000000003,0.30000000000000004,0.045223200000000005
0.35000000000000003,0.35000000000000003,0.0752
0.35000000000000003,0.4,0.0959448
0.35000000000000003,0.45,0.11954880000000001
0.35000000000000003,0.5,0.1350904
0.35000000000000003,0.55,0.1421828
0.35000000000000003,0.6000000000000001,0.16086720000000002
0.35000000000000003,0.65,0.1722144
0.35000000000000003,0.7000000000000001,0.180842
0.35000000000000003,0.75,0.1877996
0.35000000000000003,0.8,0.1984124
0.35000000000000003,0.8500000000000001,0.2040988
0.35000000000000003,0.9,0.21032959999999998
0.35000000000000003,0.9500000000000001,0.21506399999999998
0.35000000000000003,1.0,0.2229968
0.4,0.0,0.0
0.4,0.05,0.0
0.4,0.1,0.0
0.4,0.15000000000000002,0.0010628
0.4,0.2,0.043429199999999994
0.4,0.25,0.079884
0.4,0.30000000000000004,0.10495519999999998
0.4,0.35000000000000003,0.1354952
0.4,0.4,0.1549384
0.4,0.45,0.17364480000000002
0.4,0.5,0.1900644
0.4,0.55,0.20549679999999998
0.4,0.6000000000000001,0.21642959999999997
0.4,0.65,0.22549879999999997
0.4,0.7000000000000001,0.2343268
0.4,0.75,0.2439628
0.4,0.8,0.2502992
0.4,0.8500000000000001,0.2608044
0.4,0.9,0.2657968
0.4,0.9500000000000001,0.269706
0.4,1.0,0.2751072
0.45,0.0,0.0
0.45,0.05,0.0
0.45,0.1,0.0
0.45,0.15000000000000002,0.04023
0.45,0.2,0.0858912
0.45,0.25,0.1175576
0.45,0.30000000000000004,0.148622
0.45,0.35000000000000003,0.1735436
0.45,0.4,0.1921112
0.45,0.45,0.2106732
0.45,0.5,0.22810039999999998
0.45,0.55,0.241754
0.45,0.6000000000000001,0.2537536
0.45,0.65,0.26497719999999997
0.45,0.7000000000000001,0.2727672
0.45,0.75,0.280916
0.45,0.8,0.286586
0.45,0.8500000000000001,0.29721
0.45,0.9,0.302588
0.45,0.9500000000000001,0.307784
0.45,1.0,0.3145748
0.5,0.0,0.0
0.5,0.05,0.0
0.5,0.1,0.028557600000000002
0.5,0.15000000000000002,0.068502
0.5,0.2,0.10808279999999999
0.5,0.25,0.1392988
0.5,0.30000000000000004,0.1729984
0.5,0.35000000000000003,0.1984656
0.5,0.4,0.2194356
0.5,0.45,0.23772680000000002
0.5,0.5,0.2554996
0.5,0.55,0.26864160000000004
0.5,0.6000000000000001,0.2797876
0.5,0.65,0.29287399999999997
0.5,0.7000000000000001,0.30253359999999996
0.5,0.75,0.312002
0.5,0.8,0.3185004
0.5,0.8500000000000001,0.32666280000000003
0.5,0.9,0.3319192
0.5,0.9500000000000001,0.3379044
0.5,1.0,0.3436996
0.55,0.0,0.0
0.55,0.05,0.0
0.55,0.1,0.044712
0.55,0.15000000000000002,0.0869924
0.55,0.2,0.1268628
0.55,0.25,0.1613984
0.55,0.30000000000000004,0.19425599999999998
0.55,0.35000000000000003,0.2181924
0.55,0.4,0.2399584
0.55,0.45,0.2601944
0.55,0.5,0.276948
0.55,0.55,0.2914096
0.55,0.6000000000000001,0.3028424
0.55,0.65,0.31511120000000004
0.55,0.7000000000000001,0.32518919999999996
0.55,0.75,0.335644
0.55,0.8,0.3430948
0.55,0.8500000000000001,0.3496468
0.55,0.9,0.3567168
0.55,0.9500000000000001,0.362874
0.55,1.0,0.3691792
0.6000000000000001,0.0,0.0
0.6000000000000001,0.05,0.0
0.6000000000000001,0.1,0.0567156
0.6000000000000001,0.15000000000000002,0.0993856
0.6000000000000001,0.2,0.141016
0.6000000000000001,0.25,0.1780596
0.6000000000000001,0.30000000000000004,0.210612
0.6000000000000001,0.35000000000000003,0.2343
0.6000000000000001,0.4,0.2578588
0.6000000000000001,0.45,0.2767632
0.6000000000000001,0.5,0.2945636
0.6000000000000001,0.55,0.3084792
0.6000000000000001,0.6000000000000001,0.3224788
0.6000000000000001,0.65,0.3340732
0.6000000000000001,0.7000000000000001,0.34420839999999997
0.6000000000000001,0.75,0.35330120000000004
0.6000000000000001,0.8,0.3623788
0.6000000000000001,0.8500000000000001,0.3711
0.6000000000000001,0.9,0.37801039999999997
0.6000000000000001,0.9500000000000001,0.3839008
0.6000000000000001,1.0,0.38871439999999996
0.65,0.0,0.0
0.65,0.05,0.0
0.65,0.1,0.0647404
0.65,0.15000000000000002,0.1085184
0.65,0.2,0.1531468
0.65,0.25,0.1891064
0.65,0.30000000000000004,0.2202236
0.65,0.35000000000000003,0.2478404
0.65,0.4,0.27076880000000003
0.65,0.45,0.29336480000000004
0.65,0.5,0.3086196
0.65,0.55,0.3248408
0.65,0.6000000000000001,0.3365864
0.65,0.65,0.35
0.65,0.7000000000000001,0.3610216
0.65,0.75,0.3689312
0.65,0.8,0.3802508
0.65,0.8500000000000001,0.38646840000000005
0.65,0.9,0.3943416
0.65,0.9500000000000001,0.4013828
0.65,1.0,0.4064496
0.7000000000000001,0.0,0.0
0.7000000000000001,0.05,0.0
0.7000000000000001,0.1,0.07014719999999999
0.7000000000000001,0.15000000000000002,0.1167344
0.7000000000000001,0.2,0.1612404
0.7000000000000001,0.25,0.199236
0.7000000000000001,0.30000000000000004,0.2301792
0.7000000000000001,0.35000000000000003,0.25995680000000004
0.7000000000000001,0.4,0.2827268
0.7000000000000001,0.45,0.3042536
0.7000000000000001,0.5,0.3201576
0.7000000000000001,0.55,0.33838
0.7000000000000001,0.6000000000000001,0.351402
0.7000000000000001,0.65,0.3627636
0.7000000000000001,0.7000000000000001,0.374852
0.7000000000000001,0.75,0.3842488
0.7000000000000001,0.8,0.3933868
0.7000000000000001,0.8500000000000001,0.4021676
0.7000000000000001,0.9,0.4082656
0.7000000000000001,0.9500000000000001,0.4161188
0.7000000000000001,1.0,0.42215159999999996
0.75,0.0,0.0
0.75,0.05,0.0
0.75,0.1,0.0739196
0.75,0.15000000000000002,0.12258920000000001
0.75,0.2,0.1684332
0.75,0.25,0.2075036
0.75,0.30000000000000004,0.2402316
0.75,0.35000000000000003,0.26821
0.75,0.4,0.2935864
0.75,0.45,0.3147896
0.75,0.5,0.3326304
0.75,0.55,0.3489176
0.75,0.6000000000000001,0.3626644
0.75,0.65,0.37473
0.75,0.7000000000000001,0.38657800000000003
0.75,0.75,0.3965396
0.75,0.8,0.40569679999999997
0.75,0.8500000000000001,0.413912
0.75,0.9,0.42142920000000006
0.75,0.9500000000000001,0.4292508
0.75,1.0,0.43556719999999993
0.8,0.0,0.0
0.8,0.05,0.0
0.8,0.1,0.07822559999999999
0.8,0.15000000000000002,0.1287216
0.8,0.2,0.1754056
0.8,0.25,0.2152624
0.8,0.30000000000000004,0.2480788
0.8,0.35000000000000003,0.2774844
0.8,0.4,0.3015344
0.8,0.45,0.322652
0.8,0.5,0.3420548
0.8,0.55,0.3582328
0.8,0.6000000000000001,0.3722704
0.8,0.65,0.3853648
0.8,0.7000000000000001,0.396906
0.8,0.75,0.4075644
0.8,0.8,0.4173244
0.8,0.8500000000000001,0.426512
0.8,0.9,0.4333512
0.8,0.9500000000000001,0.44125879999999995
0.8,1.0,0.4465192
0.8500000000000001,0.0,0.0
0.8500000000000001,0.05,0.0
0.8500000000000001,0.1,0.0826936
0.8500000000000001,0.15000000000000002,0.135418
0.8500000000000001,0.2,0.18000039999999998
0.8500000000000001,0.25,0.2220888
0.8500000000000001,0.30000000000000004,0.2561328
0.8500000000000001,0.35000000000000003,0.28575120000000004
0.8500000000000001,0.4,0.3095824
0.8500000000000001,0.45,0.3315752
0.8500000000000001,0.5,0.35065
0.8500000000000001,0.55,0.3680448
0.8500000000000001,0.6000000000000001,0.3824328
0.8500000000000001,0.65,0.3948408
0.8500000000000001,0.7000000000000001,0.4060032
0.8500000000000001,0.75,0.41729679999999997
0.8500000000000001,0.8,0.42768199999999995
0.8500000000000001,0.8500000000000001,0.4365004
0.8500000000000001,0.9,0.44413400000000003
0.8500000000000001,0.9500000000000001,0.451408
0.8500000000000001,1.0,0.45818680000000006
0.9,0.0,0.0
0.9,0.05,0.0
0.9,0.1,0.0869284
0.9,0.15000000000000002,0.1397696
0.9,0.2,0.1850748
0.9,0.25,0.2271884
0.9,0.30000000000000004,0.2607388
0.9,0.35000000000000003,0.2916248
0.9,0.4,0.3164024
0.9,0.45,0.3379588
0.9,0.5,0.357914
0.9,0.55,0.3751968
0.9,0.6000000000000001,0.38916080000000003
0.9,0.65,0.4027136
0.9,0.7000000000000001,0.4147612
0.9,0.75,0.4260068
0.9,0.8,0.4352736
0.9,0.8500000000000001,0.44440559999999996
0.9,0.9,0.45337479999999997
0.9,0.9500000000000001,0.46057839999999994
0.9,1.0,0.4678692
0.9500000000000001,0.0,0.0
0.9500000000000001,0.05,0.0
0.9500000000000001,0.1,0.08808959999999999
0.9500000000000001,0.15000000000000002,0.1432928
0.9500000000000001,0.2,0.189362
0.9500000000000001,0.25,0.231562
0.9500000000000001,0.30000000000000004,0.2676348
0.9500000000000001,0.35000000000000003,0.2962848
0.9500000000000001,0.4,0.321766
0.9500000000000001,0.45,0.3454776
0.9500000000000001,0.5,0.364296
0.9500000000000001,0.55,0.38107199999999997
0.9500000000000001,0.6000000000000001,0.397188
0.9500000000000001,0.65,0.409758
0.9500000000000001,0.7000000000000001,0.42307439999999996
0.9500000000000001,0.75,0.43444399999999994
0.9500000000000001,0.8,0.44423559999999995
0.9500000000000001,0.8500000000000001,0.4535192
0.9500000000000001,0.9,0.4614336
0.9500000000000001,0.9500000000000001,0.4697024
0.9500000000000001,1.0,0.4762804
1.0,0.0,0.0
1.0,0.05,0.0
1.0,0.1,0.0919828
1.0,0.15000000000000002,0.145522
1.0,0.2,0.1964148
1.0,0.25,0.23676239999999998
1.0,0.30000000000000004,0.2715364
1.0,0.35000000000000003,0.3034172
1.0,0.4,0.3279256
1.0,0.45,0.3514704
1.0,0.5,0.3707328
1.0,0.55,0.38761039999999997
1.0,0.6000000000000001,0.4040848
1.0,0.65,0.416076
1.0,0.7000000000000001,0.43058959999999996
1.0,0.75,0.44095
1.0,0.8,0.4515264
1.0,0.8500000000000001,0.4603384
1.0,0.9,0.4695764
1.0,0.9500000000000001,0.4764964
1.0,1.0,0.48409840000000004
